rep_unit_2024,pop_per_sq_mi,pop,pop_hisp,pop_white,pop_black,pop_asian,pop_aian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_asian,vap_aian,vap_nhpi,vap_other,vap_two
RUSK - VILLAGE OF HAWKINS WARD 1,149.83756873808883,331,0,321,0,1,6,1,2,0,249,0,244,0,1,2,0,2,0
RUSK - VILLAGE OF INGRAM WARD 1,70.57845153240278,70,0,66,0,0,4,0,0,0,61,0,60,0,0,1,0,0,0
RUSK - VILLAGE OF SHELDON WARD 1,408.0835909466296,261,1,247,3,1,1,0,7,1,194,0,184,1,1,1,0,7,0
RUSK - VILLAGE OF TONY WARD 1,51.91498218868239,105,0,102,0,1,1,0,1,0,79,0,78,0,0,1,0,0,0
RUSK - VILLAGE OF WEYERHAEUSER WARDS 1-2,248.18990171168187,232,0,207,2,0,9,0,14,0,192,0,171,2,0,8,0,11,0
SAUK - CITY OF BARABOO WARDS 1-19,1664.8395704230625,12558,745,10870,292,181,288,3,150,29,9792,461,8691,172,113,210,2,119,24
SAUK - CITY OF REEDSBURG WARDS 1-17,1608.59226039615,9876,719,8560,201,89,182,6,99,20,7543,459,6699,111,66,125,3,69,11
"SAUK - CITY OF WISCONSIN DELLS WARDS 4,8",169.2098113946569,384,144,216,10,4,7,0,3,0,255,73,167,6,2,6,0,1,0
SAUK - TOWN OF BARABOO WARDS 1-5,59.054472254253135,1814,43,1690,10,32,14,0,22,3,1464,29,1385,2,22,10,0,15,1
SAUK - TOWN OF BEAR CREEK WARD 1,12.92337826522025,641,14,612,4,2,4,0,5,0,487,12,465,4,2,0,0,4,0
SAUK - TOWN OF DELLONA WARDS 1-3,54.16776580323008,1901,74,1617,24,11,135,0,23,17,1469,42,1287,15,6,94,0,22,3
SAUK - TOWN OF DELTON WARDS 1-4,88.75477991726937,2458,94,2029,19,12,277,3,18,6,1876,51,1633,7,11,157,3,11,3
SAUK - TOWN OF EXCELSIOR WARDS 1-3,47.52611612749893,1603,44,1493,10,14,11,0,31,0,1279,22,1219,1,10,10,0,17,0
SAUK - TOWN OF FAIRFIELD WARDS 1-2,31.400448107093307,1078,22,1012,7,7,18,0,11,1,865,10,819,5,7,15,0,9,0
SAUK - TOWN OF FRANKLIN WARDS 1-2,13.691891285223548,668,8,645,4,2,6,0,2,1,516,1,506,0,2,6,0,0,1
SAUK - TOWN OF FREEDOM WARDS 1-2,13.06046763532767,449,8,434,2,2,3,0,0,0,370,5,360,1,1,3,0,0,0
SAUK - TOWN OF GREENFIELD WARD 1,32.80176237765873,909,19,824,12,4,11,0,30,9,758,10,703,7,3,7,0,23,5
SAUK - TOWN OF HONEY CREEK WARDS 1-3,15.766110221674516,749,24,701,5,2,6,0,10,1,580,13,548,5,1,5,0,7,1
SAUK - TOWN OF IRONTON WARD 1,18.582949799532138,562,10,544,0,0,3,0,4,1,416,8,402,0,0,2,0,3,1
SAUK - TOWN OF IRONTON WARD 2,20.592418973787225,100,4,93,0,1,0,0,2,0,82,4,76,0,0,0,0,2,0
SAUK - TOWN OF LA VALLE WARDS 1-3,42.87411497404658,1448,24,1384,5,1,10,1,19,4,1153,15,1121,1,0,7,0,8,1
SAUK - TOWN OF MERRIMAC WARDS 1-2,53.48824133112189,1300,29,1222,14,0,19,1,15,0,1023,19,985,3,0,7,1,8,0
SAUK - TOWN OF PRAIRIE DU SAC WARDS 1-2,35.60281700393796,1022,48,925,7,5,10,2,24,1,834,31,769,3,2,6,2,20,1
SAUK - TOWN OF REEDSBURG WARDS 1-3,43.3150865781697,1293,49,1214,7,2,5,1,12,3,978,22,944,3,1,3,1,2,2
SAUK - TOWN OF SPRING GREEN WARDS 1-3,41.56205562256549,1828,55,1717,8,10,23,0,14,1,1477,30,1402,8,8,17,0,12,0
SAUK - TOWN OF SUMPTER WARDS 1-3,28.07347684525059,1055,294,707,15,2,7,1,29,0,794,189,568,8,0,6,1,22,0
SAUK - TOWN OF TROY WARD 1,14.70828821471964,781,42,716,5,3,10,1,3,1,627,28,584,5,1,7,0,2,0
SAUK - TOWN OF WASHINGTON WARDS 1-2,28.74151612609356,1021,12,985,1,2,15,1,5,0,710,8,689,0,2,7,1,3,0
SAUK - TOWN OF WESTFIELD WARD 1,16.294734318904556,582,5,571,0,0,1,0,4,1,412,4,403,0,0,0,0,4,1
SAUK - TOWN OF WINFIELD WARD 1,25.400971699948848,890,5,864,12,0,1,1,6,1,690,2,681,2,0,0,0,5,0
SAUK - TOWN OF WOODLAND WARD 1,23.270516936076117,839,9,813,1,1,3,1,10,1,594,4,583,1,0,3,0,3,0
SAUK - VILLAGE OF CAZENOVIA WARD 2,1800.6384103434928,20,0,15,0,0,5,0,0,0,16,0,14,0,0,2,0,0,0
SAUK - VILLAGE OF IRONTON WARD 1,826.2008498954045,274,4,256,5,1,3,0,4,1,189,1,179,0,1,3,0,4,1
SAUK - VILLAGE OF LAVALLE WARD 1,920.5495713860204,360,4,339,7,4,3,0,3,0,285,4,274,2,2,0,0,3,0
SAUK - VILLAGE OF LAKE DELTON WARDS 1-7,458.7611311169847,3503,844,2330,127,61,88,3,36,14,2916,626,2019,110,51,75,3,28,4
SAUK - VILLAGE OF LIME RIDGE WARD 1,158.00379857869447,158,0,152,2,0,2,0,1,1,114,0,111,1,0,2,0,0,0
SAUK - VILLAGE OF LOGANVILLE WARD 1,1120.5040821355033,301,5,288,3,3,1,0,0,1,231,2,226,3,0,0,0,0,0
SAUK - VILLAGE OF MERRIMAC WARD 1,563.5818751656883,474,19,437,1,1,9,1,2,4,360,8,343,0,1,6,1,1,0
SAUK - VILLAGE OF NORTH FREEDOM WARD 1,719.1176162551488,603,15,562,4,0,18,0,4,0,468,7,442,2,0,14,0,3,0
SAUK - VILLAGE OF PLAIN WARD 1,826.6315227025781,749,15,713,2,9,6,0,4,0,599,12,572,2,4,5,0,4,0
SAUK - VILLAGE OF PRAIRIE DU SAC WARDS 1-7,2240.4470097327376,4474,234,4049,37,40,57,0,48,9,3398,155,3123,17,29,37,0,34,3
SAUK - VILLAGE OF ROCK SPRINGS WARD 1,249.49814208739215,327,1,306,3,0,14,0,3,0,244,0,228,3,0,10,0,3,0
SAUK - VILLAGE OF SAUK CITY WARDS 1-6,2107.376939549845,3518,245,3088,35,17,68,1,61,3,2778,148,2519,13,9,40,1,47,1
SAUK - VILLAGE OF SPRING GREEN WARDS 1-2,944.0576372384584,1566,24,1470,12,15,17,2,23,3,1261,18,1183,12,10,16,0,22,0
SAUK - VILLAGE OF WEST BARABOO WARDS 1-2,1289.5676062215648,1627,96,1405,39,20,37,1,29,0,1294,56,1147,19,18,30,1,23,0
SAWYER - CITY OF HAYWARD WARDS 1-6,687.153883633556,2542,110,1920,47,35,391,0,31,8,1990,75,1577,17,22,275,0,19,5
SAWYER - TOWN OF BASS LAKE WARDS 1-5,60.916046559480144,2771,42,1522,11,16,1134,0,18,28,2100,24,1279,6,9,753,0,14,15
SAWYER - TOWN OF COUDERAY WARD 1,5.9178079526456795,393,4,160,4,2,217,0,1,5,328,2,156,1,0,166,0,0,3
SAWYER - TOWN OF DRAPER WARD 1,1.7693991520609471,241,3,229,0,2,4,0,3,0,230,2,223,0,2,0,0,3,0
SAWYER - TOWN OF EDGEWATER WARDS 1-2,12.123589453270624,565,5,535,5,3,12,0,5,0,498,3,478,2,1,9,0,5,0
SAWYER - TOWN OF HAYWARD WARDS 1-8,66.0408641891798,3742,64,2650,10,13,948,0,41,16,2879,34,2180,7,7,614,0,25,12
SAWYER - TOWN OF HUNTER WARD 1,14.859573119008678,779,6,487,2,0,272,2,8,2,674,6,468,1,0,193,0,5,1
SAWYER - TOWN OF LENROOT WARDS 1-2,16.407658564795025,1337,14,1251,2,6,36,0,28,0,1131,8,1068,2,6,24,0,23,0
SAWYER - TOWN OF MEADOWBROOK WARD 1,3.751253915230294,134,9,117,0,2,2,0,4,0,122,9,107,0,2,2,0,2,0
SAWYER - TOWN OF METEOR WARD 1,4.5349523535281895,156,1,142,0,2,8,0,2,1,136,1,124,0,1,8,0,1,1
SAWYER - TOWN OF OJIBWA WARDS 1-2,6.02451519012428,307,4,289,2,2,9,0,1,0,274,1,263,1,2,7,0,0,0
SAWYER - TOWN OF RADISSON WARDS 1-2,6.02551191612378,445,14,371,6,1,46,0,3,4,363,12,312,0,1,33,0,3,2
SAWYER - TOWN OF ROUND LAKE WARDS 1-2,9.91998145115915,1081,8,1024,2,4,36,0,6,1,958,6,916,1,4,25,0,5,1
SAWYER - TOWN OF SAND LAKE WARD 1,18.759438004934673,861,16,722,3,5,105,0,6,4,730,7,627,0,1,87,0,5,3
SAWYER - TOWN OF SPIDER LAKE WARD 1,4.922625531306795,487,8,450,7,0,18,0,4,0,455,6,422,7,0,16,0,4,0
SAWYER - TOWN OF WEIRGOR WARD 1,9.3151433091289,311,9,279,1,1,10,0,9,2,269,5,248,0,1,6,0,8,1
SAWYER - TOWN OF WINTER WARDS 1-2,3.5961833162738763,1000,21,908,32,1,22,0,15,1,902,14,824,31,1,19,0,13,0
SAWYER - VILLAGE OF COUDERAY WARD 1,84.89661007277222,81,3,50,1,2,24,0,0,1,67,1,41,1,2,22,0,0,0
SAWYER - VILLAGE OF EXELAND WARD 1,191.1034907641079,229,0,206,2,1,12,0,7,1,170,0,149,1,1,11,0,7,1
SAWYER - VILLAGE OF RADISSON WARD 1,696.9367388920052,273,4,220,2,2,39,0,6,0,178,0,154,0,1,20,0,3,0
SAWYER - VILLAGE OF WINTER WARD 1,409.9354035424071,325,11,277,0,0,35,0,0,2,260,5,237,0,0,18,0,0,0
SHAWANO - CITY OF MARION WARD 4,29.073590587797295,14,2,12,0,0,0,0,0,0,13,2,11,0,0,0,0,0,0
SHAWANO - CITY OF SHAWANO WARDS 1-2,2170.3069103083976,1527,81,1112,21,24,264,1,15,9,1175,46,886,15,12,197,1,11,7
SHAWANO - CITY OF SHAWANO WARDS 11-12,3837.320903281972,1530,39,1191,9,23,250,0,14,4,1151,24,944,3,16,159,0,5,0
SHAWANO - CITY OF SHAWANO WARDS 3-4,4115.553645262474,1547,66,1154,27,3,279,4,11,3,1183,40,940,13,2,178,4,6,0
SHAWANO - CITY OF SHAWANO WARDS 5-6,2552.4654473418523,1540,75,1101,8,4,336,1,13,2,1168,35,903,3,4,212,1,8,2
SHAWANO - CITY OF SHAWANO WARDS 7-8,3504.183989446858,1552,69,1068,24,13,355,0,16,7,1110,40,828,14,9,200,0,14,5
SHAWANO - CITY OF SHAWANO WARDS 9-10,372.9292397750267,1558,47,1257,15,12,210,0,15,2,1318,23,1106,7,11,157,0,12,2
SHAWANO - TOWN OF ALMON WARD 1,16.40567347963544,575,24,505,1,2,39,0,3,1,444,12,399,0,1,28,0,3,1
SHAWANO - TOWN OF ANGELICA WARDS 1-3,49.822253038863565,1822,30,1712,10,25,23,0,20,2,1362,12,1296,5,17,17,0,14,1
SHAWANO - TOWN OF ANIWA WARD 1,15.578605272123328,517,1,499,0,3,14,0,0,0,418,1,407,0,2,8,0,0,0
SHAWANO - TOWN OF BARTELME WARD 1,22.87326637079676,810,21,157,5,0,609,0,1,17,590,6,137,0,0,442,0,0,5
SHAWANO - TOWN OF BELLE PLAINE WARDS 1-4,47.141719053073174,1800,15,1704,7,11,51,0,9,3,1473,5,1421,0,5,30,0,9,3
SHAWANO - TOWN OF BIRNAMWOOD WARD 1,21.765368648504392,682,9,580,4,7,74,0,4,4,521,3,448,4,6,53,0,4,3
SHAWANO - TOWN OF FAIRBANKS WARD 1,15.796195907683511,538,6,524,2,1,5,0,0,0,448,2,441,1,0,4,0,0,0
SHAWANO - TOWN OF GERMANIA WARD 1,9.476769703660414,343,2,318,5,1,14,1,2,0,281,2,270,1,1,6,1,0,0
SHAWANO - TOWN OF GRANT WARD 1,26.92474057406192,976,6,947,2,5,14,0,1,1,739,5,719,2,3,9,0,1,0
SHAWANO - TOWN OF GREEN VALLEY WARDS 1-2,28.760500943584855,1026,47,932,2,1,29,0,15,0,798,37,730,1,1,21,0,8,0
SHAWANO - TOWN OF HARTLAND WARDS 1-2,23.845206990543165,824,16,785,3,1,16,0,3,0,606,12,587,0,0,4,0,3,0
SHAWANO - TOWN OF HERMAN WARDS 1-2,21.021395720154356,739,16,601,1,6,106,0,7,2,581,12,488,0,2,71,0,6,2
SHAWANO - TOWN OF HUTCHINS WARD 1,14.949380363252908,500,10,465,1,0,16,0,8,0,409,8,378,0,0,15,0,8,0
SHAWANO - TOWN OF LESSOR WARDS 1-2,34.14386491816409,1226,10,1179,3,1,25,0,7,1,948,7,922,0,0,15,0,4,0
SHAWANO - TOWN OF MAPLE GROVE WARD 1,26.643827547473396,939,15,883,1,15,11,0,12,2,748,9,714,0,6,8,0,9,2
SHAWANO - TOWN OF MORRIS WARDS 1-2,10.389045733406071,374,6,352,2,0,3,0,8,3,310,3,297,0,0,3,0,4,3
SHAWANO - TOWN OF NAVARINO WARDS 1-2,11.69027247065271,413,10,372,1,10,16,0,2,2,335,4,305,1,10,13,0,1,1
SHAWANO - TOWN OF PELLA WARD 1,24.791950226984827,899,4,856,2,3,24,0,7,3,741,0,709,2,1,20,0,7,2
SHAWANO - TOWN OF RED SPRINGS WARDS 1-2,27.939225124974083,993,14,416,12,4,537,0,7,3,786,6,368,7,2,396,0,7,0
SHAWANO - TOWN OF RICHMOND WARDS 1-3,54.82677521200266,1832,50,1637,6,6,120,0,10,3,1489,33,1362,6,5,77,0,5,1
SHAWANO - TOWN OF SENECA WARD 1,13.631025180378108,495,7,438,1,2,40,0,4,3,409,5,369,0,2,27,0,4,2
SHAWANO - TOWN OF WASHINGTON WARDS 1-4,57.95860078470293,2028,88,1855,2,3,62,0,14,4,1649,55,1542,0,2,38,0,8,4
SHAWANO - TOWN OF WAUKECHON WARDS 1-2,28.410291240805822,991,14,943,6,5,18,0,4,1,749,8,714,5,4,16,0,1,1
SHAWANO - TOWN OF WESCOTT WARDS 1-5,144.63234827886097,3257,75,2868,18,8,259,0,22,7,2758,44,2495,16,6,172,0,19,6
SHAWANO - TOWN OF WITTENBERG WARDS 1-2,24.289168582567683,823,22,730,6,3,44,0,15,3,663,15,607,3,2,24,0,10,2
SHAWANO - VILLAGE OF ANIWA WARD 1,114.42905203289315,243,2,225,1,0,11,1,3,0,190,2,176,1,0,7,1,3,0
SHAWANO - VILLAGE OF BIRNAMWOOD WARD 1,335.8979137422938,716,27,655,4,1,23,0,3,3,555,22,508,4,0,15,0,3,3
SHAWANO - VILLAGE OF BONDUEL WARDS 1-2,627.2892475391452,1417,24,1314,19,4,52,0,4,0,1077,17,1015,7,4,31,0,3,0
SHAWANO - VILLAGE OF BOWLER WARDS 1-2,309.5255638394904,320,23,187,3,0,98,0,3,6,237,10,152,2,0,65,0,2,6
SHAWANO - VILLAGE OF CECIL WARD 1,261.39279337893765,466,17,424,0,0,24,0,1,0,396,13,362,0,0,21,0,0,0
SHAWANO - VILLAGE OF ELAND WARD 1,90.1793230958812,199,6,186,0,0,6,1,0,0,164,4,153,0,0,6,1,0,0
SHAWANO - VILLAGE OF GRESHAM WARD 1,468.0989533378599,530,27,289,2,1,208,0,3,0,424,13,260,0,1,147,0,3,0
SHAWANO - VILLAGE OF MATTOON WARD 1,219.78176259725973,357,78,262,5,0,10,0,2,0,286,55,221,1,0,8,0,1,0
"SHAWANO - VILLAGE OF PULASKI WARDS 4,7",1234.1295023167436,220,3,200,1,3,11,0,1,1,135,0,125,1,3,6,0,0,0
SHAWANO - VILLAGE OF TIGERTON WARD 1,394.10024372848926,708,15,654,3,3,26,0,6,1,554,10,511,3,3,21,0,5,1
SHAWANO - VILLAGE OF WITTENBERG WARDS 1-2,561.8277301715307,1015,57,855,15,8,69,0,9,2,766,31,677,5,7,35,0,9,2
SHEBOYGAN - CITY OF PLYMOUTH WARDS 1-12,1680.5679214324118,8939,275,8185,112,154,100,3,100,10,7020,177,6545,51,97,70,0,76,4
SHEBOYGAN - CITY OF SHEBOYGAN WARD 1,3391.099517980731,2537,200,1817,37,416,24,1,21,21,1974,132,1547,22,226,13,0,21,13
SHEBOYGAN - CITY OF SHEBOYGAN WARD 10,1785.9862085633115,2531,232,1911,93,251,27,1,14,2,1977,149,1599,58,140,19,1,9,2
SHEBOYGAN - CITY OF SHEBOYGAN WARD 11,3220.29070815138,2470,519,1408,139,318,47,2,30,7,1748,289,1122,77,196,32,2,25,5
SHEBOYGAN - CITY OF SHEBOYGAN WARD 12,4762.523577412376,2503,275,1728,74,356,38,3,25,4,1921,162,1460,44,216,23,2,10,4
SHEBOYGAN - CITY OF SHEBOYGAN WARD 13,4811.571937102016,2266,370,1385,165,255,57,1,20,13,1771,220,1195,100,186,45,1,13,11
SHEBOYGAN - CITY OF SHEBOYGAN WARD 14,5223.097538212359,2580,567,1464,176,294,48,3,22,6,1893,361,1217,87,162,37,3,20,6
SHEBOYGAN - CITY OF SHEBOYGAN WARD 15,6682.363662569375,2104,427,1313,93,195,47,0,24,5,1535,246,1076,53,102,35,0,18,5
SHEBOYGAN - CITY OF SHEBOYGAN WARD 16,4210.165316666282,2779,353,2038,69,248,40,1,23,7,2073,202,1653,35,144,21,0,16,2
SHEBOYGAN - CITY OF SHEBOYGAN WARD 17,2264.7914365806387,2722,266,1931,100,363,40,0,13,9,2289,188,1718,82,251,28,0,13,9
SHEBOYGAN - CITY OF SHEBOYGAN WARD 18,4683.840098233223,2351,204,1640,70,393,22,0,17,5,1815,131,1385,28,235,21,0,12,3
SHEBOYGAN - CITY OF SHEBOYGAN WARD 19,1205.918426863976,2500,341,1715,146,261,20,1,15,1,1926,227,1449,54,171,10,1,13,1
SHEBOYGAN - CITY OF SHEBOYGAN WARD 2,1737.0244082493516,2533,195,1902,82,288,33,0,27,6,1893,110,1531,48,165,21,0,14,4
SHEBOYGAN - CITY OF SHEBOYGAN WARD 20,937.4654666643464,2121,157,1558,144,203,23,2,29,5,1594,87,1282,75,115,10,2,21,2
SHEBOYGAN - CITY OF SHEBOYGAN WARD 21,6991.642104379099,1278,130,894,48,174,17,1,11,3,938,79,713,32,89,12,1,10,2
SHEBOYGAN - CITY OF SHEBOYGAN WARD 22,50.269428565735424,14,0,8,3,1,0,0,2,0,13,0,8,3,0,0,0,2,0
SHEBOYGAN - CITY OF SHEBOYGAN WARD 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEBOYGAN - CITY OF SHEBOYGAN WARD 3,5377.713726852734,2482,256,1820,78,263,33,3,22,7,1913,153,1521,35,163,25,2,12,2
SHEBOYGAN - CITY OF SHEBOYGAN WARD 4,4436.164996019513,2511,189,2060,90,99,31,1,36,5,1937,118,1639,45,76,25,1,29,4
SHEBOYGAN - CITY OF SHEBOYGAN WARD 5,8045.529146849629,2169,301,1468,74,272,39,4,11,0,1507,140,1118,40,166,31,4,8,0
SHEBOYGAN - CITY OF SHEBOYGAN WARD 6,5871.145945732562,2736,314,1974,158,205,32,3,31,19,2230,216,1722,89,139,26,1,21,16
SHEBOYGAN - CITY OF SHEBOYGAN WARD 7,5569.159891480464,2357,354,1553,97,257,49,0,43,4,1740,226,1231,44,172,37,0,29,1
SHEBOYGAN - CITY OF SHEBOYGAN WARD 8,9255.197838980392,2734,430,1677,157,404,46,2,11,7,1986,270,1332,84,254,35,0,5,6
SHEBOYGAN - CITY OF SHEBOYGAN WARD 9,4699.762542948575,1247,131,804,34,248,13,0,17,0,968,71,710,16,146,12,0,13,0
SHEBOYGAN - CITY OF SHEBOYGAN FALLS WARDS 1-12,1481.2757865469364,8171,351,7354,101,191,90,6,64,14,6702,216,6192,61,113,64,1,46,9
SHEBOYGAN - TOWN OF GREENBUSH WARDS 1-3,40.44108545815955,1903,112,1525,197,20,30,0,19,0,1629,89,1290,196,14,25,0,15,0
SHEBOYGAN - TOWN OF HERMAN WARDS 1-3,65.46050124421544,2214,224,1800,69,64,7,0,30,20,1872,200,1519,68,36,5,0,24,20
SHEBOYGAN - TOWN OF HOLLAND WARD 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHEBOYGAN - TOWN OF HOLLAND WARDS 1-3,55.77728464406498,2253,36,2155,17,13,11,0,20,1,1802,23,1734,9,10,11,0,14,1
SHEBOYGAN - TOWN OF LIMA WARDS 1-4,82.99603056885613,2956,87,2764,18,47,21,0,18,1,2268,45,2160,13,26,15,0,8,1
SHEBOYGAN - TOWN OF LYNDON WARDS 1-3,45.04571960294882,1528,45,1419,2,12,26,0,21,3,1227,16,1161,2,10,21,0,15,2
SHEBOYGAN - TOWN OF MITCHELL WARDS 1-3,52.6691182701548,1900,78,1449,308,13,42,0,10,0,1663,76,1218,307,13,42,0,7,0
SHEBOYGAN - TOWN OF MOSEL WARD 1,35.42640839642066,748,26,688,0,23,4,0,4,3,596,18,551,0,18,4,0,3,2
SHEBOYGAN - TOWN OF PLYMOUTH WARDS 1-4,100.83189001009438,3046,49,2912,18,18,25,0,23,1,2484,18,2404,10,17,16,0,19,0
SHEBOYGAN - TOWN OF RHINE WARDS 1-3,63.62409652221621,2129,20,2049,1,16,18,0,18,7,1803,17,1739,1,12,13,0,16,5
SHEBOYGAN - TOWN OF RUSSELL WARD 1,16.73908996948329,384,23,351,1,1,2,0,6,0,289,16,266,1,1,2,0,3,0
SHEBOYGAN - TOWN OF SCOTT WARDS 1-3,48.84308398378378,1764,25,1697,4,7,18,0,12,1,1439,20,1388,4,7,12,0,8,0
"SHEBOYGAN - TOWN OF SHEBOYGAN WARDS 1-3,5,8-10",875.4186232825413,5770,256,4839,108,463,45,1,47,11,4682,167,4081,56,299,37,1,32,9
"SHEBOYGAN - TOWN OF SHEBOYGAN WARDS 4,6-7,11",590.4916838329161,2332,54,2068,25,147,19,0,19,0,1785,25,1612,8,106,17,0,17,0
SHEBOYGAN - TOWN OF SHEBOYGAN FALLS WARDS 1-3,60.38708157744397,1863,74,1688,9,58,9,2,16,7,1422,32,1321,6,37,9,0,12,5
SHEBOYGAN - TOWN OF SHERMAN WARDS 1-2,44.39859741418678,1507,41,1416,8,23,7,0,7,5,1258,31,1198,2,14,5,0,7,1
SHEBOYGAN - TOWN OF WILSON WARDS 1-4,186.9148696271803,3910,136,3482,23,167,48,1,49,4,3129,77,2854,10,114,36,1,33,4
SHEBOYGAN - VILLAGE OF ADELL WARD 1,782.0528528494747,431,29,379,1,3,14,0,5,0,338,18,304,1,3,7,0,5,0
SHEBOYGAN - VILLAGE OF CASCADE WARD 1,862.8619777048983,720,53,636,1,3,16,0,11,0,573,32,520,1,0,14,0,6,0
SHEBOYGAN - VILLAGE OF CEDAR GROVE WARDS 1-3,887.9575134868309,2121,113,1926,15,21,23,0,23,0,1615,74,1477,6,14,22,0,22,0
SHEBOYGAN - VILLAGE OF ELKHART LAKE WARDS 1-2,680.2790716815969,951,7,903,9,17,7,1,5,2,818,7,787,7,7,6,0,3,1
SHEBOYGAN - VILLAGE OF GLENBEULAH WARD 1,676.8349313370678,481,0,477,0,0,2,0,1,1,387,0,386,0,0,0,0,0,1
SHEBOYGAN - VILLAGE OF HOWARDS GROVE WARDS 1-4,1420.7113841078442,3185,60,2997,32,31,30,0,33,2,2466,31,2366,18,12,17,0,20,2
SHEBOYGAN - VILLAGE OF KOHLER WARDS 1-3,410.76390712799787,2195,51,1945,10,128,20,3,37,1,1586,28,1450,5,74,8,3,18,0
SHEBOYGAN - VILLAGE OF OOSTBURG WARD 5,191.5957086652415,12,0,11,0,1,0,0,0,0,7,0,6,0,1,0,0,0,0
SHEBOYGAN - VILLAGE OF OOSTBURG WARDS 1-4,1558.9444819807852,3056,133,2779,41,41,16,0,42,4,2294,63,2149,20,24,12,0,24,2
SHEBOYGAN - VILLAGE OF RANDOM LAKE WARDS 1-2,1039.1105412188467,1573,72,1451,7,13,16,2,12,0,1269,50,1177,7,7,15,1,12,0
SHEBOYGAN - VILLAGE OF WALDO WARD 1,478.84058998584067,467,21,424,1,7,7,0,7,0,370,12,349,1,1,5,0,2,0
ST. CROIX - CITY OF GLENWOOD CITY WARDS 1-2,385.371362934364,1321,25,1229,23,7,21,5,10,1,963,13,907,12,4,19,0,8,0
ST. CROIX - CITY OF HUDSON WARDS 1-2,2061.714462020234,2540,227,2072,98,66,33,7,21,16,1966,151,1668,42,51,27,7,12,8
ST. CROIX - CITY OF HUDSON WARDS 11-12,2219.6576226295983,2487,66,2255,37,61,25,3,38,2,1910,36,1757,25,41,20,3,28,0
ST. CROIX - CITY OF HUDSON WARDS 3-4,2593.211701060914,2465,88,2164,72,64,24,0,46,7,1745,61,1550,39,39,22,0,31,3
ST. CROIX - CITY OF HUDSON WARDS 5-6,2544.9434049252404,2465,65,2284,39,33,11,6,27,0,1945,43,1814,26,25,11,6,20,0
ST. CROIX - CITY OF HUDSON WARDS 7-8,1371.4577730057306,2456,113,2121,67,72,46,2,31,4,1948,61,1757,37,39,31,2,21,0
ST. CROIX - CITY OF HUDSON WARDS 9-10,3091.2855160026384,2384,89,2183,26,28,26,2,22,8,1844,58,1720,14,17,18,2,13,2
ST. CROIX - CITY OF NEW RICHMOND WARDS 1-12,837.7609170602415,9673,307,8625,243,158,196,9,117,18,7310,180,6669,153,97,122,9,71,9
ST. CROIX - CITY OF RIVER FALLS WARDS 1-5,1009.6627290739018,3383,100,3106,35,58,60,0,21,3,2659,67,2478,22,40,37,0,13,2
ST. CROIX - TOWN OF BALDWIN WARDS 1-2,32.53802098417317,1047,30,997,5,3,5,0,7,0,759,24,723,3,3,2,0,4,0
ST. CROIX - TOWN OF CADY WARD 1,25.28713836152463,880,18,844,2,1,2,0,12,1,670,15,641,2,1,2,0,9,0
ST. CROIX - TOWN OF CYLON WARD 1,20.132734806939403,708,20,646,9,7,8,0,14,4,553,16,514,5,3,6,0,9,0
ST. CROIX - TOWN OF EAU GALLE WARDS 1-2,38.28703213828445,1253,10,1194,6,24,7,0,12,0,911,4,865,3,23,7,0,9,0
ST. CROIX - TOWN OF EMERALD WARD 1,23.825765837459613,831,37,754,0,11,10,0,19,0,636,23,590,0,5,6,0,12,0
ST. CROIX - TOWN OF ERIN PRAIRIE WARD 1,19.045645177388916,673,11,636,0,12,4,0,9,1,530,8,503,0,9,4,0,6,0
ST. CROIX - TOWN OF FOREST WARD 1,17.193404970729315,638,10,615,1,4,5,0,2,1,467,6,455,0,2,3,0,1,0
ST. CROIX - TOWN OF GLENWOOD WARD 1,22.06282621376035,732,25,677,4,6,6,0,14,0,557,15,518,2,2,6,0,14,0
ST. CROIX - TOWN OF HAMMOND WARDS 1-3,82.13824117691584,2668,90,2476,7,30,28,1,32,4,1886,55,1758,4,26,20,0,21,2
ST. CROIX - TOWN OF HUDSON WARDS 1-2,383.7908867224665,709,24,638,1,23,15,0,8,0,544,14,499,1,13,11,0,6,0
ST. CROIX - TOWN OF HUDSON WARDS 3-6,336.8073427327941,2672,38,2489,14,53,28,2,47,1,1980,23,1860,9,31,19,1,36,1
ST. CROIX - TOWN OF HUDSON WARDS 7-14,358.39007914571647,5248,89,4826,48,136,61,2,78,8,3910,58,3634,23,87,42,0,61,5
ST. CROIX - TOWN OF KINNICKINNIC WARDS 1-3,51.88172765103653,1815,35,1698,7,35,19,1,16,4,1353,18,1302,2,8,13,1,9,0
ST. CROIX - TOWN OF PLEASANT VALLEY WARD 1,31.474381845445553,567,25,528,6,4,2,0,0,2,416,15,390,4,4,2,0,0,1
ST. CROIX - TOWN OF RICHMOND WARDS 1-6,132.71784772364586,4067,99,3758,31,38,38,5,95,3,2793,45,2641,11,20,32,1,41,2
ST. CROIX - TOWN OF RUSH RIVER WARD 1,28.446156489363755,500,30,446,2,7,4,0,9,2,396,17,366,2,0,4,0,7,0
